Accession;"ST6512-R1
Absolute abundance (mg protein / g CDW)";"ST6512-R2
Absolute abundance (mg protein / g CDW)";"ST6512-R3
Absolute abundance (mg protein / g CDW)";"OKYL029-R1
Absolute abundance (mg protein / g CDW)";"OKYL029-R2
Absolute abundance (mg protein / g CDW)";"OKYL029-R3
Absolute abundance (mg protein / g CDW)";"JFYL007-R1
Absolute abundance (mg protein / g CDW)";"JFYL007-R2
Absolute abundance (mg protein / g CDW)";"JFYL007-R3
Absolute abundance (mg protein / g CDW)";"JFYL014-R1
Absolute abundance (mg protein / g CDW)";"JFYL014-R2
Absolute abundance (mg protein / g CDW)";"JFYL014-R3
Absolute abundance (mg protein / g CDW)";"JFYL018-R1
Absolute abundance (mg protein / g CDW)-R1";"JFYL018-R2
Absolute abundance (mg protein / g CDW)-R2";"JFYL018-R3
Absolute abundance (mg protein / g CDW)-R3"
Q6CDQ5;0.02686713;0.024892894;0.021673745;0.047008054;0.026843331;0.027017865;0.033272072;0.037737737;0.038537302;0.037482644;0.039781909;0.040306473;0.033282232;0.038840906;0.036180823
Q6CGE0;0.126584834;0.115589946;0.099469828;0.111114086;0.121551523;0.123485539;0.170180526;0.196126029;0.17833585;0.210345576;0.217033398;0.232966043;0.123728328;0.166804029;0.165467091
Q6C7I1;0.04880039;0.038694157;0.034217952;0.071742611;0.052930516;0.045579848;0.085084903;0.096028067;0.083770283;0.08621974;0.083993589;0.084513183;0.060737644;0.070564913;0.084140714
Q6CF76;0.109223273;0.101173925;0.086791023;0.072670785;0.096687568;0.103069234;0.116853381;0.127996981;0.13897599;0.141082641;0.134807928;0.152399997;0.099005822;0.137291552;0.130512197
Q6CCY2;0.03594237;0.031409169;0.032272592;0.048887488;0.037038144;0.03755278;0.070017398;0.081893384;0.071803795;0.077838306;0.086846614;0.085898569;0.054134028;0.065006061;0.065581098
Q6C9J0;0.084590305;0.075665205;0.054382586;0.076912026;0.080576702;0.068847878;0.117219352;0.092947388;0.10329313;0.066987203;0.080028109;0.075872551;0.066131432;0.077647794;0.082152131
Q6C0D2;0.054414935;0.05026231;0.045842053;0.091755886;0.082588218;0.067393746;0.02610114;0.027720731;0.025979813;0.031105586;0.030509844;0.030903654;0.032156255;0.040592271;0.045616294
Q6BZR6;0.036150247;0.032440106;0.029125235;0.031728826;0.045076853;0.039402151;0.057283768;0.060555232;0.0552681;0.053875607;0.063963554;0.061930481;0.042804049;0.048257771;0.053432964
Q6C9X0;0.041046153;0.036200918;0.029383065;0.033732091;0.03559065;0.036271216;0.037835586;0.046019092;0.045349504;0.044550719;0.043666893;0.04627144;0.03931611;0.050704655;0.049816026
Q6C9Q1;0.137191625;0.119998795;0.101924919;0.074117258;0.13822591;0.131151033;0.211741434;0.234708313;0.22005273;0.216843187;0.199996269;0.229904137;0.137719171;0.154798587;0.168165709
Q6C753;0.025071702;0.019410326;0.014762948;0.015434225;0.018044702;0.020622371;0.01815625;0.021690041;0.028201688;0.019651824;0.026643676;0.021253877;0.024945819;0.024100743;0.024731949
Q6C2R3;0.024455272;0.027697112;0.02306047;0.046969584;0.027664671;0.027073799;0.084465615;0.061187749;0.060832612;0.068493183;0.085003264;0.084410856;0.037049071;0.044527764;0.045333575
Q6C807;0.028656911;0.025402882;0.017335013;0.032205897;0.02508318;0.025297821;0.022653207;0.024499476;0.020951557;0.023833789;0.019146363;0.026372524;0.017994713;0.022151977;0.026406036
Q6C9U3;0.018021767;0.02036898;0.014376582;0.016398285;0.013429736;0.013285062;0.041810012;0.049822493;0.045793327;0.045857595;0.051359071;0.042852692;0.023989973;0.031454389;0.029007248
Q6BZW6;0.041190416;0.033295203;0.032588738;0.066445073;0.04713322;0.04318988;0.056872252;0.061596354;0.048453388;0.052937097;0.048601138;0.061995201;0.04372549;0.04867485;0.065561072
Q6C365;0.057720173;0.053197054;0.04324453;0.051263256;0.051641238;0.051363349;0.100093273;0.111848572;0.110772572;0.120393317;0.130927798;0.134263598;0.064001835;0.088913255;0.084312153
Q6C5Q9;0.029496618;0.026120279;0.016983102;0.017219058;0.032452584;0.027453703;0.037127215;0.039599679;0.03165957;0.035641985;0.024967065;0.034510891;0.030414264;0.028195147;0.039209438
Q6C2N1;0.052012427;0.046579471;0.041041627;0.073876384;0.060531547;0.055896982;0.062397329;0.065162874;0.060675907;0.061680239;0.055636958;0.061242346;0.04991042;0.057435476;0.063945976
W0TYQ0;0.221890214;0.225813876;0.178860151;0.220210409;0.207230992;0.221499781;0.283093712;0.317456456;0.328684116;0.317193018;0.317054976;0.342603029;0.240100537;0.309959623;0.292406274
Q6C6B2;0.051140079;0.042433551;0.031936868;0.061781777;0.058202167;0.053443163;0.039571169;0.041135681;0.034810514;0.038356486;0.027103975;0.036901122;0.033518163;0.0398675;0.048665914
Q6C6Q8;0.037084317;0.033868921;0.032076145;0.034487107;0.045642402;0.043111356;0.063579512;0.064461812;0.059072664;0.060229116;0.061946825;0.068251956;0.045803766;0.056135697;0.058893965
Q6CFG6;0.054822367;0.052534872;0.043566671;0.026222634;0.056452641;0.048991476;0.098309603;0.099209633;0.094194063;0.102726071;0.101367323;0.106071701;0.055664756;0.071643855;0.078438791
Q6CDQ3;0.026969721;0.023279443;0.018722283;0.021488841;0.028241274;0.027026392;0.024669543;0.027028893;0.022186764;0.024810253;0.019758996;0.02776188;0.021121114;0.022549042;0.031000578
Q6CB76;0.057921705;0.048096808;0.03371564;0.029068663;0.064502687;0.054610339;0.025965007;0.02797089;0.023491042;0.029055898;0.018990549;0.026540168;0.022315507;0.024443866;0.032970386
Q6CF93;0.028673986;0.024665983;0.01979572;0.016310117;0.03064525;0.028806004;0.036005948;0.038772126;0.033011592;0.033853919;0.023507978;0.03335375;0.022045241;0.023789218;0.030292805
Q6C6E2;0.018311177;0.017939063;0.014525581;0.009131257;0.006838733;0.010801931;0.167100307;0.156840036;0.174528552;0.137400808;0.130516389;0.146631248;0.31928338;0.388161652;0.360229612
Q6CA74;0.060294905;0.049108196;0.03338521;0.149363662;0.058666865;0.056038678;0.028512517;0.033820066;0.029938288;0.031988762;0.024014768;0.036424911;0.029064499;0.036847196;0.040295901
B5RSL7;0.055289539;0.043848188;0.0384687;0.084065608;0.038031468;0.045164608;0.038618922;0.049455445;0.038497007;0.044133575;0.043099173;0.051644358;0.041957458;0.056095735;0.05675552
Q6CAH0;0.094201281;0.085915168;0.068252057;0.079315323;0.10542469;0.096710314;0.088682407;0.105825543;0.085844838;0.100699611;0.080066592;0.104764186;0.08755289;0.106825629;0.118105203
Q6CEJ0;0.045572861;0.03926963;0.025408985;0.042935446;0.039194587;0.038819951;0.041353971;0.052989086;0.050413123;0.050891033;0.03913174;0.052776695;0.038989921;0.046571992;0.054567174
Q6CBQ9;0.019295;0.018291894;0.01330108;0.039029759;0.021116232;0.017715681;0.027190338;0.02515489;0.023129788;0.023113675;0.026472198;0.02376866;0.022593699;0.025940833;0.029552682
Q6C1U0;0.057491747;0.050618034;0.042087679;0.065293165;0.057492527;0.052789464;0.0847009;0.10324529;0.083612718;0.094576057;0.097713192;0.08774092;0.071122471;0.079151723;0.089017456
Q6C2J2;0.021979398;0.017567097;0.013640153;0.029064984;0.022776855;0.021000264;0.025910766;0.029826495;0.026567002;0.030069675;0.023192352;0.030078803;0.020864571;0.025353012;0.025229601
Q6CBR8;0.064712411;0.060505866;0.061314414;0.160584058;0.099559681;0.077160915;0.062833824;0.072255706;0.05416526;0.062586441;0.081845448;0.074481574;0.070492323;0.084335219;0.093251649
Q6C9S3;0.064843258;0.053590129;0.048546197;0.12792208;0.087897195;0.065868952;0.055094229;0.061059478;0.057859683;0.056339183;0.058319332;0.065110759;0.039331782;0.06022327;0.059297206
Q6CFP6;0.092351713;0.085542714;0.071827478;0.098654802;0.089973271;0.095161446;0.082755607;0.098834811;0.095292751;0.091817023;0.091665881;0.103979784;0.08575624;0.107791467;0.11001363
Q6C6H9;0.047603835;0.046429197;0.033192415;0.061155093;0.046090999;0.043963608;0.042213911;0.042712462;0.040758629;0.039884961;0.040132664;0.038286266;0.032251542;0.035662898;0.040637981
Q6C3J3;0.065693341;0.061247149;0.05328735;0.074211955;0.06770594;0.065263429;0.131351673;0.152530095;0.142072007;0.151413945;0.154925274;0.164582237;0.07664301;0.095298215;0.09841096
Q6CEZ2;0.024666345;0.024379097;0.018427037;0.04398899;0.028762868;0.025651165;0.023804832;0.02655981;0.025282961;0.026438906;0.028755016;0.029059727;0.020713294;0.02519805;0.02407416
Q6C036;0.022567744;0.024513505;0.021887002;0.027006058;0.033522699;0.029030883;0.05532137;0.064070001;0.051344917;0.064136755;0.077072737;0.064192812;0.043476952;0.043834509;0.052944619
Q6C9T3;0.145360056;0.130765267;0.140781866;0.161530999;0.154454275;0.15516826;0.251179035;0.254973883;0.26627914;0.248185543;0.260856332;0.274673743;0.18931967;0.259700609;0.221541649
Q6C508;0.058471153;0.058951538;0.039440377;0.031463543;0.040797104;0.043271965;0.064447714;0.057592079;0.063070362;0.057282821;0.053647621;0.070416298;0.044244883;0.055798203;0.05736664
Q6CEJ6;0.077998243;0.073060833;0.064850006;0.09782197;0.079791972;0.078800568;0.113451093;0.12568417;0.125590557;0.126391269;0.126829486;0.132570766;0.088426187;0.117347783;0.114726798
Q6CHE3;0.022919096;0.021117597;0.032770866;0.030076387;0.04644174;0.043407389;0.050682688;0.059294025;0.05276595;0.054151997;0.048820548;0.055499767;0.040924153;0.05061022;0.047519048
Q6CC11;0.039466057;0.033185904;0.02343119;0.024432451;0.049547572;0.044698212;0.028033161;0.028513809;0.026287902;0.028901576;0.021405902;0.025874092;0.020608027;0.023139572;0.026869606
Q6C2S1;0.070021151;0.058885067;0.05527606;0.067244397;0.064041367;0.062237055;0.102534972;0.106535846;0.104011545;0.109261714;0.104566774;0.114713267;0.065759917;0.089795642;0.089936472
Q6C3M9;0.0266934;0.023190225;0.019016369;0.022836046;0.024097081;0.021721252;0.035736314;0.039711272;0.031467827;0.033163806;0.032116802;0.032659388;0.026289537;0.033949357;0.036640243
Q6CA22;0.011698641;0.010744299;0.009338514;0.009107868;0.011803983;0.011790653;0.031315304;0.027719363;0.0284282;0.031250313;0.037821846;0.032977842;0.021717996;0.028477119;0.027381736
Q6CBH7;0.040080862;0.035697923;0.030648629;0.028450304;0.044305079;0.040772469;0.055397853;0.059799223;0.055565346;0.057617936;0.056558444;0.056984633;0.035703136;0.043576862;0.047091407
Q6CGG6;0.053678258;0.052378718;0.048372701;0.040194337;0.050677911;0.052225224;0.031225452;0.044922908;0.040626455;0.029456204;0.024962684;0.028232093;0.015067108;0.017843281;0.015275504
Q6CAV7;0.029692842;0.027322344;0.027902516;0.041149582;0.040787864;0.034848633;0.079686082;0.082822255;0.086179122;0.077594241;0.084037233;0.083086429;0.067450512;0.082944368;0.083311185
Q6C0E2;0.045976977;0.033852236;0.025533247;0.017921028;0.039461889;0.038507483;0.039482774;0.048300225;0.046588659;0.06685801;0.044600826;0.058929726;0.035107201;0.039670927;0.037839232
Q6C6K9;0.047363705;0.047244221;0.026553348;0.045076019;0.083345509;0.045365494;0.046844869;0.045915232;0.04431609;0.04667962;0.052979395;0.052404654;0.034619484;0.040256433;0.047959893
Q6C0U5;0.200938369;0.173576604;0.147677925;0.136339096;0.174820624;0.188521486;0.221889953;0.247526216;0.256475888;0.259769718;0.259368546;0.29469663;0.19840669;0.255035404;0.237362353
Q6CG14;0.159254302;0.124805843;0.093161829;0.088284665;0.150366719;0.115963158;0.086444761;0.101120925;0.107638853;0.114887925;0.105992714;0.103414527;0.094721772;0.107673727;0.108758997
Q6CH20;0.029840605;0.02873009;0.02445795;0.033031424;0.026608895;0.026449085;0.063231685;0.066691025;0.069611612;0.062581757;0.066995034;0.070821707;0.049211855;0.068912763;0.067026085
Q6C347;0.026331811;0.020922569;0.017020456;0.047259771;0.024040113;0.023716964;0.013527194;0.017270264;0.015429008;0.014633994;0.011055481;0.014884272;0.015066036;0.016550811;0.020665504
Q6C9A3;0.035619901;0.033282012;0.030797775;0.027448207;0.033302187;0.035423866;0.050803169;0.056845852;0.058094303;0.058647995;0.064731657;0.065813333;0.048117665;0.065098156;0.063469088
Q6C1W7;0.054902863;0.05115697;0.043050657;0.048985051;0.050460193;0.053658975;0.081627303;0.086065316;0.086236108;0.090702173;0.089427918;0.098739084;0.058135482;0.078582429;0.071356419
Q6CCJ4;0.064055285;0.056968876;0.045563871;0.087748266;0.06762823;0.06451032;0.064012177;0.075446278;0.065301848;0.072830979;0.048558288;0.076143934;0.048949994;0.061293472;0.07034881
Q6CGJ5;0.056462539;0.051345073;0.044359586;0.038372712;0.062466368;0.056129866;0.06354716;0.072052115;0.071559813;0.068346541;0.066060023;0.072801709;0.052031892;0.067504167;0.064736922
Q6C489;0.092225153;0.079552039;0.055875015;0.068106299;0.090272296;0.082374394;0.04291154;0.04547641;0.040722706;0.042617827;0.031993544;0.045401438;0.040420096;0.041183485;0.053605965
Q6C1B6;0.022525322;0.020328555;0.015667201;0.019655657;0.020563973;0.020807273;0.022669581;0.026933808;0.024343804;0.024702178;0.023101405;0.025362977;0.021209056;0.024294675;0.026308538
Q6C849;0.028327956;0.025546524;0.020288342;0.024904264;0.026223941;0.025785087;0.029375015;0.031763755;0.033719423;0.034007343;0.036234166;0.040403033;0.026408797;0.034464423;0.03317501
Q6CBE9;0.097579597;0.098728841;0.076288534;0.058298908;0.100883641;0.095274803;0.109861313;0.115621554;0.111615964;0.109536435;0.107652971;0.130487952;0.088696631;0.118551711;0.116400022
Q6C266;0.057884065;0.049181844;0.074967093;0.035501042;0.07117787;0.078207223;0.022695297;0.0275894;0.031000277;0.025888727;0.022477915;0.026556405;0.026224434;0.03179391;0.030539986
Q6C6W1;0.038724128;0.034592657;0.029586386;0.029712473;0.044294379;0.040516806;0.085379458;0.088092741;0.082490543;0.082210793;0.081796192;0.085703813;0.045215056;0.056926862;0.058191864
Q6C280;0.017361159;0.016772803;0.015787209;0.016177044;0.017886246;0.018159167;0.033943402;0.035502627;0.035886664;0.038827166;0.045254767;0.04310087;0.025520111;0.032354718;0.03226526
Q6CF62;0.012311292;0.011754479;0.00858442;0.02728189;0.009757409;0.011302645;0.016920583;0.015368188;0.014198824;0.01796479;0.016031766;0.021513792;0.185303019;0.227290326;0.33895374
Q6CGE9;0.040430804;0.025611125;0.027088778;0.06888344;0.047947487;0.030499221;0.051103327;0.059684217;0.060329571;0.049831148;0.046653207;0.056463473;0.023601214;0.033643962;0.034344783
Q6C038;0.022222638;0.020910919;0.018107469;0.012544903;0.022675273;0.022771156;0.035657858;0.042680225;0.040128729;0.042501541;0.042802755;0.045182709;0.027787965;0.035964274;0.035587768
Q6C763;0.040995427;0.034744872;0.018386539;0.025533973;0.042095746;0.031660269;0.021613079;0.025345039;0.02508317;0.024643698;0.017379849;0.027439851;0.019784235;0.023418259;0.027431207
Q6CCP1;0.055574563;0.05054055;0.042190754;0.069301285;0.04621137;0.047200231;0.050759265;0.062048981;0.057631228;0.062318391;0.060022643;0.06679375;0.051241928;0.060614602;0.067638251
Q6CA92;0.071743722;0.08254886;0.062182768;0.101637164;0.052969939;0.043669284;0.078533333;0.084789842;0.08904823;0.063577842;0.080615288;0.073747044;0.081505747;0.117637865;0.112455862
Q6CEQ3;0.110563465;0.105822031;0.089691011;0.100665209;0.105067981;0.106547279;0.180538408;0.195578383;0.180542961;0.190746132;0.209195278;0.212761796;0.109993636;0.145633525;0.151323408
W0TYN3;0.059858925;0.05066585;0.052139302;0.061516831;0.071791842;0.06773896;0.074670711;0.081149608;0.077790219;0.075090641;0.082735501;0.086210312;0.07334682;0.087186182;0.087121053
Q6C5X8;0.023916178;0.022614402;0.014084758;0.031784691;0.030209382;0.022845967;0.022537967;0.02480135;0.024569873;0.020972509;0.02135148;0.023901129;0.01765373;0.019404839;0.023758861
Q6CF28;0.031279818;0.029497097;0.021231094;0.02912356;0.028489641;0.026626185;0.026534655;0.030383361;0.031063015;0.031813372;0.031226589;0.036364843;0.021145343;0.027873684;0.028375103
Q6CDX6;0.045251472;0.036514215;0.028086948;0.025030721;0.038186747;0.038640852;0.052824925;0.06087472;0.059030521;0.057712448;0.050520787;0.064938906;0.038497754;0.047425515;0.050008692
Q6C331;0.027806341;0.025463853;0.019968994;0.041426943;0.037649583;0.033430631;0.030274946;0.029560931;0.023586724;0.025351978;0.017604433;0.02695518;0.021062065;0.019491811;0.030513828
Q6C7U8;0.019726736;0.017028475;0.01291353;0.014237732;0.017423947;0.016696473;0.017196585;0.020808531;0.020285139;0.020341168;0.019149075;0.021978995;0.014677091;0.019480983;0.020570427
Q6CAD4;0.094605058;0.081160628;0.061459285;0.07764449;0.102949849;0.088381533;0.101455893;0.092366461;0.070859159;0.07548603;0.038121045;0.065916721;0.059735878;0.066826762;0.093839366
Q6CBH1;0.052296697;0.04980348;0.041349086;0.030989187;0.042031165;0.045429497;0.080827141;0.097726041;0.092263043;0.09548585;0.106754542;0.107729993;0.065028271;0.092935694;0.086354777
Q6CFL0;0.033786182;0.031566081;0.0284164;0.068515995;0.044173842;0.043249797;0.020553706;0.023216384;0.020995532;0.022776442;0.020698827;0.025545607;0.019607555;0.023104726;0.025468361
Q6C3N9;0.021180228;0.019422286;0.016524832;0.015564956;0.020831815;0.020453446;0.029088467;0.028188945;0.026496268;0.029963327;0.033910282;0.036040809;0.020148399;0.0248298;0.024293723
Q6C4S0;0.058504152;0.048133292;0.044487071;0.201615245;0.064760462;0.057407288;0.05641063;0.058147835;0.058185824;0.055415088;0.049682894;0.061139952;0.053191087;0.062380089;0.0623898
B5FVG1;0.025995438;0.022875773;0.020690002;0.027101979;0.025813846;0.026012982;0.031876243;0.036187995;0.03334146;0.036016498;0.035971704;0.041196881;0.028311039;0.035473638;0.038005895
Q6C6Y4;0.045225676;0.040256191;0.0311416;0.041783258;0.033265183;0.035484537;0.046716835;0.053842532;0.053386258;0.054064611;0.047972482;0.051660026;0.037498455;0.053468302;0.049739739
Q6CAL4;0.025094152;0.021996742;0.018496793;0.048024174;0.027136186;0.026029431;0.023702609;0.030681414;0.025262454;0.028248926;0.02703073;0.030698175;0.018690459;0.026136367;0.025566805
Q6C3E5;0.053369999;0.046242715;0.038994161;0.034971696;0.040235652;0.042040823;0.093412595;0.107663243;0.10297004;0.137258634;0.137778234;0.143052494;0.068718047;0.094271345;0.093544822
Q6CHI6;0.064025361;0.058052777;0.072208314;0.119402791;0.106763419;0.087988937;0.124660618;0.132332405;0.110332238;0.113282787;0.142807523;0.125879046;0.106613091;0.123029879;0.139578628
Q6CCF1;0.102495008;0.094686364;0.054591206;0.097560763;0.151420549;0.103642088;0.04962672;0.048630024;0.034368806;0.033300145;0.024281586;0.033789767;0.044132916;0.031966609;0.050870052
Q6CGC9;0.060783437;0.060460863;0.042443213;0.059593561;0.049180268;0.054269881;0.086372107;0.102734728;0.099801099;0.109594099;0.105276695;0.117264049;0.067859208;0.092383941;0.091960985
Q6CDG8;0.027524901;0.023656441;0.019025648;0.047597214;0.034178876;0.025743084;0.016324871;0.020495115;0.023023522;0.026031564;0.027114509;0.031038302;0.013674261;0.023450103;0.017999111
P41924;0.026205075;0.022038437;0.025440633;0.034025913;0.04441928;0.034568334;0.04508582;0.046466985;0.038276216;0.041754073;0.039958215;0.044388436;0.037064531;0.040683476;0.053378036
Q6C609;0.043891896;0.025901526;0.035632229;0.042436672;0.055719147;0.046502837;0.074932617;0.081494042;0.076926431;0.073518464;0.084112749;0.091525766;0.043669987;0.062229245;0.062046248
Q6C131;0.017519781;0.015552145;0.011678299;0.008614965;0.014654428;0.013866242;0.011281287;0.012182869;0.010863413;0.009926389;0.006740093;0.009605323;0.009208057;0.012732426;0.013061933
Q6C694;0.024633633;0.020391274;0.023386232;0.038375692;0.030460438;0.033254757;0.099431538;0.108106438;0.088351467;0.122259191;0.150120667;0.133888363;0.074964547;0.083668177;0.098793823
Q6C9A9;0.040979179;0.045233189;0.058750011;0.038554404;0.072654467;0.071580062;0.071385665;0.076480039;0.077260716;0.063811486;0.078118537;0.072487939;0.064825357;0.080413585;0.069212268
Q6C238;0.042907915;0.039036538;0.032781331;0.042189121;0.039210837;0.042898638;0.044434736;0.048335664;0.048975646;0.049162704;0.044961807;0.051770367;0.03351621;0.043029084;0.045087475
Q6CEN7;0.055598489;0.052688319;0.045621741;0.134480775;0.079076909;0.068059326;0.073486684;0.0637393;0.060169603;0.063200345;0.056245632;0.067207359;0.054438054;0.06143158;0.076988347
Q6C4T0;0.076785931;0.066458909;0.060142449;0.049484855;0.06752235;0.0651368;0.090471666;0.114552571;0.11129793;0.117770242;0.096250493;0.129984864;0.069206271;0.106391322;0.093952082
Q6C9J1;0.024598104;0.02003295;0.02033249;0.518352711;0.04967551;0.029011449;0.01587275;0.011364883;0.015057195;0.012969063;0.017528352;0.013618915;0.040326947;0.027134883;0.033201792
Q6CDY2;0.061165652;0.052837379;0.040766264;0.032026678;0.055180484;0.060700107;0.107825972;0.110653896;0.108725243;0.087627742;0.073781326;0.096546567;0.082311615;0.093935485;0.101933683
